[
[
-229,6,-811,673,-599,-983,-464,-534,698,-880,922,425,872,301,605,-363,-400,781,613,-845,-633,-569,-522,125,-929,-586,296,-148,222,-32,-7,-203,-753,-939,-581,364,-593,-754,758,-586,-547,657,405,-923,-193,917,90,1000,770,-535,-722,-294,-902,512,563,-546,-917,308,-86,34,-781,-275,-403,277,389,389,417,714,728,-495,755,-555,210,-953,-355,900],[
-520,-531,-119,-950,-601,614,-181,-234,-571,-701,-364,844,-945,800,-606,-457,-934,601,-880,-399,-912,275,999,-368,-238,408,-189,-587,879,58,505,129,-812,-559,812,593,-172,578,-381,-140,-59,60,330,-69,-457,-858,-710,772,352,-429,589,969,-2,64,-296,575,669,149,-261,688,0,627,114,-534,900,659,-981,-156,475,35,-956,155,829,965,-174,-373],[
66,269,48,-992,398,478,-916,507,-759,107,-269,-729,427,-48,-874,765,-487,-438,-389,-678,-584,643,565,548,-466,-316,-822,236,388,991,-458,590,-41,-570,878,-790,283,800,-95,362,151,-966,-897,-995,59,-444,724,693,580,586,696,-471,-903,910,166,-44,-788,791,123,-837,466,53,-784,437,-372,603,42,-928,118,495,-352,-57,133,770,238,653],[
126,594,524,757,-103,432,-487,-496,-667,963,112,740,884,358,-537,-653,-103,-959,-28,328,34,-46,666,-673,-687,-467,-117,529,93,466,792,-523,-495,918,1,-270,-510,720,-999,-510,465,184,119,-246,-532,215,-426,-661,-663,623,-178,457,-543,-368,634,-240,-135,-542,-622,696,-202,173,-523,268,-497,-323,578,997,578,432,369,-735,-66,-832,575,-458],[
836,42,-985,857,109,599,-215,204,390,-382,754,-282,899,650,155,-204,752,347,-997,-261,929,682,459,324,56,-820,25,693,425,-959,-356,-863,119,-213,-964,581,-108,-551,-36,-266,-389,964,452,691,-243,-324,516,-161,-971,144,818,-827,641,321,185,239,-42,82,-247,367,-884,887,274,137,-576,-60,521,813,-33,-536,-372,253,575,826,657,915],[
-1000,60,33,231,-611,-463,-526,627,-36,153,-985,474,269,949,-102,458,901,-364,213,986,-165,168,-270,-351,-936,128,458,-643,-658,-591,638,-776,636,463,-405,-606,-154,850,-577,-475,630,-676,249,-673,927,-984,-819,-980,-859,-450,-639,-575,293,254,-41,-559,-460,-868,-239,934,-147,162,-891,-500,-91,-908,943,734,-428,293,-664,859,21,-312,620,-747],[
257,278,-718,994,-305,-979,-8,589,-308,106,-188,782,-168,-706,-848,671,22,367,-84,355,956,203,-891,-679,628,223,-638,-289,193,-714,264,-813,-479,-807,372,511,875,-666,21,20,848,-960,584,960,93,-698,29,157,-740,390,989,-620,233,-874,-807,721,-209,61,513,-959,-857,-725,-908,-565,795,526,930,-627,622,-371,-198,-201,43,577,-884,630],[
-554,19,562,-264,580,-889,-386,-65,-744,-311,610,-405,104,-965,-287,455,-933,-897,599,-760,790,-873,-666,532,594,382,826,866,778,813,410,66,-117,-655,700,40,-339,495,486,776,-338,835,269,952,569,-434,-233,932,-727,-789,318,870,51,-665,830,-15,-694,517,-101,-63,865,104,-446,974,759,-638,-843,264,498,273,-611,775,201,665,-396,-841],[
391,936,-681,-254,-796,-2,965,-120,-634,735,578,245,-506,-31,705,-441,469,-658,-520,327,-642,-722,-955,-341,819,-956,497,295,-973,178,704,-82,-374,-721,-410,589,175,818,-372,-570,591,193,425,-314,-609,45,-534,179,-273,707,714,93,-353,77,-221,-652,229,-212,975,-404,-225,684,620,660,242,-170,-963,125,978,240,-764,252,-61,558,839,-79],[
730,125,790,213,679,260,-517,-791,-508,-685,-950,112,-442,418,728,-849,257,-97,-655,894,655,-817,-510,-890,-25,923,-867,-258,-460,-264,511,735,-66,154,-345,387,894,-911,-130,893,930,-411,588,847,-322,-825,902,258,-110,-911,-839,482,935,672,451,-141,-264,-89,425,-315,-545,-929,-264,218,-132,-143,-746,-152,805,-948,-767,-904,-817,-834,-986,578],[
-361,-574,-483,-651,-187,947,725,54,-517,731,-532,237,-631,41,-573,-566,738,-243,-223,141,-398,-771,-376,518,-895,-822,-126,-919,-318,-384,-379,25,-158,-49,832,981,706,-384,131,401,255,-86,29,397,-267,-786,-62,264,323,-888,-198,-703,-656,-822,707,406,588,-913,-800,80,447,535,122,138,470,-830,-339,-753,778,791,-907,-530,-603,-581,946,709],[
-456,812,-720,851,-470,-482,115,286,645,-463,-931,791,-781,-739,64,-52,587,55,47,-208,323,-544,225,-861,333,617,473,47,-463,-722,-6,252,-893,630,607,1000,960,789,-520,784,-676,423,-346,-820,-447,856,57,-553,-906,170,-757,136,-261,403,962,989,-544,-849,52,-51,563,-980,31,-19,-780,-190,673,558,214,-594,164,-729,716,601,542,-8],[
-769,-817,459,-591,438,-368,455,456,-339,-929,6,-42,-991,709,-298,-718,-853,-202,-365,-694,169,-972,545,-949,-730,692,971,-678,-792,-270,-963,238,426,-503,970,-275,-851,226,-809,-13,-195,535,149,861,-477,-910,966,784,651,-411,-291,-370,-154,-551,722,285,633,-293,-411,852,-69,-412,-709,269,482,-476,-244,433,913,72,693,800,660,72,510,-887],[
-941,362,805,329,-244,501,761,-773,-173,-718,-454,267,536,804,764,-443,289,893,-155,905,306,-423,-143,-664,705,630,-43,-777,-810,721,934,-804,450,838,630,-572,352,839,773,-213,418,718,-40,-483,-155,-617,756,-278,-800,350,-531,773,-644,-496,-894,907,920,855,368,-611,655,-784,846,-439,-210,-458,440,-713,-940,118,-274,53,-529,548,-83,-787],[
543,942,-2,319,-187,-942,559,-75,809,-310,-301,-567,225,-857,722,444,590,764,-237,774,-5,64,-358,65,-829,33,-707,-156,301,-557,-410,-630,-555,422,-420,755,973,369,462,-271,-578,-762,41,-920,671,-701,440,656,296,-85,540,-613,249,448,120,918,669,-446,-947,-955,-262,-993,-719,766,750,-748,589,323,350,-641,-537,-519,799,982,-435,675],[
940,713,246,605,656,919,-286,683,-917,-950,-70,518,-404,567,101,41,984,137,-47,217,484,-916,-290,-470,488,-58,560,344,975,536,-771,119,874,-31,997,-191,-566,787,763,-915,727,-237,-752,-358,60,-449,6,-737,-536,990,-738,-494,599,766,-633,333,697,102,788,369,-194,156,-901,-373,-184,959,128,-294,-130,282,-331,488,930,-137,-635,514],[
852,-840,335,354,-180,-508,609,179,-61,-586,284,-700,639,516,-159,-993,627,-1000,-707,-503,386,142,375,-911,-357,729,-876,-758,-596,716,377,574,-230,-102,301,-621,418,295,-949,-930,196,862,351,889,834,-104,-439,695,275,836,444,-523,-10,-281,533,51,472,84,750,-987,211,646,432,-821,119,-525,801,652,988,303,-800,-341,905,696,738,746],[
534,-14,781,477,169,917,130,873,-44,-143,148,-158,428,-165,134,29,131,-575,307,-14,42,356,888,926,-67,-45,-652,-388,71,861,-777,852,-238,-10,854,-410,-28,-728,927,-641,-326,798,-243,-8,716,366,-633,-239,307,734,784,-548,-619,-540,-603,111,-195,-348,8,859,-240,-657,812,302,794,225,667,10,-278,-500,-959,-285,726,-179,-320,-946],[
-403,476,636,-844,-446,309,609,-736,-986,-169,-802,82,-443,-391,-399,-918,972,-712,424,495,-709,-609,330,688,298,-107,406,-46,-368,-388,-864,-104,-763,930,-349,-555,-976,-437,-523,-717,-586,-509,882,181,194,972,409,592,213,-114,-843,-805,-630,-317,-138,602,698,-836,277,201,-790,-319,9,319,-950,735,26,-142,-489,-936,-741,-811,-450,484,-276,-138],[
856,925,774,630,-506,971,254,-178,-471,601,-569,-344,-746,-390,272,237,-972,312,-712,861,-950,428,260,479,881,-913,509,-755,-188,382,222,46,973,407,99,-889,335,430,276,836,988,332,699,-638,-978,123,-258,-651,-204,517,80,-53,-853,910,352,-163,847,-849,-326,712,-277,-206,581,-711,778,9,-36,842,871,538,-57,547,-397,75,804,-213],[
-594,-330,50,-604,-642,-148,-340,-857,621,-695,-508,269,-187,861,-838,950,613,308,234,489,573,-346,-34,950,-587,139,39,159,-585,-81,940,-396,307,-822,-383,-721,-725,-86,-541,437,943,212,-297,-383,-580,-549,-960,-776,-994,-9,680,390,772,-575,-266,750,-951,-725,597,-936,907,799,935,-311,31,918,685,446,189,332,804,-582,-773,-143,40,-217],[
391,-193,-371,447,453,34,-238,805,34,841,334,-600,-928,-666,-64,-475,-175,-495,31,-273,-781,-989,-315,-14,104,474,386,671,-562,-480,164,35,-691,252,640,525,-680,44,-970,-609,-70,-371,-284,-956,-961,-116,713,46,391,415,183,-250,-669,-23,388,291,-293,375,-186,125,-137,-554,-596,-970,123,-705,311,-860,-678,780,-176,953,-882,687,-259,735],[
594,476,-674,-551,514,612,346,-481,-297,867,-263,36,212,171,-106,-972,156,-269,-535,247,417,569,-595,102,671,-826,304,-750,16,798,414,-143,731,-854,819,-255,859,-659,988,399,474,-457,42,620,797,-620,-110,439,-875,804,-66,718,-183,83,502,-699,-478,-896,-152,-451,22,-453,-75,116,814,-948,-464,271,-93,-219,-838,437,-508,-825,333,-51],[
419,110,-94,-102,81,-430,-678,849,-752,-94,-744,-38,-352,-123,-105,-925,-187,-427,445,732,976,-260,200,758,935,955,-10,-55,243,76,424,-362,295,678,66,-418,467,933,969,335,-396,-794,140,-895,-570,-68,386,-31,-418,-644,958,539,144,-577,82,-548,473,840,-30,942,33,383,-661,373,747,-144,-628,70,-957,712,382,683,-590,-409,-649,-520],[
-409,-305,408,-172,-940,-172,717,265,-635,568,-948,20,633,-995,241,440,-395,935,-487,933,746,-923,702,-953,-339,44,181,474,-606,113,-893,338,722,-79,-438,-860,949,-171,-419,-463,884,-929,300,-69,366,-134,567,-275,957,-942,161,398,613,-246,806,-881,-618,-353,758,-996,-909,984,-511,311,-357,402,365,765,259,991,917,-893,465,901,-431,313],[
-398,-554,-169,-269,683,-13,64,-11,-55,588,967,-531,42,967,-14,-601,-140,-689,-925,-539,264,-358,576,575,-604,-653,-935,-580,-119,764,-169,-706,166,-212,-570,538,968,-733,405,194,789,271,-878,-568,-806,-108,-778,391,89,-42,-363,756,-814,-876,102,-665,-974,-752,-289,667,-399,-198,735,527,724,979,-36,-232,294,4,411,529,-779,337,151,-653],[
-70,925,-512,804,923,-344,668,106,-704,495,558,-243,-732,280,706,-299,-680,-974,-378,-317,49,-203,562,-76,-260,54,230,183,207,-85,199,35,-552,-95,-690,-340,41,974,406,-906,904,381,682,910,73,813,-345,956,546,-180,-602,105,620,227,739,-426,674,-69,263,652,-111,903,-771,656,-102,314,-671,-398,-423,-977,-240,626,-108,166,280,8],[
-978,-628,-726,262,-601,261,-175,-448,-46,-631,546,540,-588,827,-773,-674,767,-763,62,645,-6,260,-22,518,-645,-835,41,-250,990,608,-831,450,93,-576,689,-326,-617,-938,514,901,-43,-510,-563,-445,483,-31,-975,591,108,-560,-350,241,159,5,-820,-904,386,-412,188,535,-15,499,-521,-105,-492,819,817,609,741,-851,237,-428,-836,-729,-890,-795],[
-544,-177,-763,-762,409,-589,-724,-271,608,-163,-645,-466,342,454,283,604,-888,-574,240,-623,184,-534,477,814,265,159,-184,-582,842,-627,-845,-29,571,955,601,-432,-722,-830,183,-409,-143,301,530,865,-859,861,-614,-563,-801,-172,-864,-818,267,-584,-475,-129,-217,302,-875,-156,3,-955,-955,-649,-9,-722,451,-671,167,-422,-141,548,-174,815,-775,386],[
545,913,546,-962,-581,-804,692,-345,-495,-390,-648,-358,759,159,715,-605,-339,-409,751,494,407,853,-302,997,479,-144,534,619,-752,-533,-700,-433,219,878,982,998,655,511,-973,-301,-213,156,175,355,-113,-830,688,-134,99,-621,773,-46,187,-899,-854,830,-455,32,530,-990,467,-531,494,-151,-117,-586,700,595,787,67,493,289,-68,496,157,622],[
-649,808,222,-494,413,-167,-919,791,-559,-186,42,786,-809,-521,525,818,-407,-512,-271,-599,-86,443,-833,583,-150,698,538,693,356,900,919,-778,621,-748,709,365,330,-616,908,-523,-692,-642,7,939,388,270,740,-880,635,-714,-769,-426,604,156,489,-651,-632,-600,996,-347,538,996,300,-125,859,-772,-536,-508,225,-191,481,30,928,807,334,-732],[
104,37,-103,487,706,-942,30,816,574,13,423,502,-811,585,-495,-781,-634,724,-800,-813,780,730,394,-931,803,-567,815,-458,-482,779,288,173,-53,587,907,268,160,-463,-802,-496,-882,469,-470,-333,-272,552,-973,382,-82,634,92,634,-469,970,849,116,596,-39,605,49,-434,855,305,652,942,-994,205,873,838,-25,114,120,-940,491,108,44],[
769,632,-880,497,-638,868,966,922,-135,720,-931,308,410,77,-504,-345,-975,603,-469,-642,-523,-742,318,119,-592,-894,-12,192,-725,-193,578,601,129,-774,-656,-71,-682,537,-814,-314,-54,803,884,-896,928,-141,-630,-168,406,-394,507,182,800,-499,-423,863,466,-706,-437,-755,747,-379,-766,941,-750,297,-745,-591,74,368,-690,601,-762,-738,-159,314],[
-198,-379,-913,-125,-128,417,132,534,-922,-8,-130,-495,424,-958,-637,627,-416,184,-765,-4,410,582,-738,99,758,-331,625,196,704,-719,608,814,-769,816,827,-864,975,-348,405,-921,-781,97,-1,-207,-234,-297,572,-252,16,492,595,687,-364,-770,942,-85,-962,466,-724,-214,527,965,-454,-899,287,12,-791,-951,-905,707,-3,973,159,-836,827,347],[
833,-549,941,128,799,-383,95,981,256,66,-831,-25,-668,477,-521,-560,107,859,743,111,-829,609,-97,-356,-442,-146,-48,369,-490,372,570,-890,-475,425,-632,-91,-414,-484,943,703,-10,987,917,700,101,-43,-172,-792,625,612,443,-484,-488,-199,998,-889,413,-930,-327,770,-412,-172,223,-42,592,-415,-219,-657,-356,-342,367,37,-955,358,-8,400],[
284,-903,-63,-885,221,-983,358,-396,-370,-363,-545,-218,-378,371,7,-303,965,628,421,96,796,-492,755,192,-309,-890,-494,475,-187,633,212,851,544,487,-535,236,-923,699,-814,490,842,28,-363,258,-721,-320,142,207,314,877,-753,993,817,886,-685,-212,964,-304,-447,-588,-357,-752,-97,-213,354,-147,857,-908,680,348,691,-178,428,640,-907,812],[
-320,499,384,-703,309,245,274,-45,260,580,-146,-828,-144,384,-56,860,-37,781,-188,59,-455,-376,-104,-72,-871,895,458,-866,-762,-349,527,949,-367,-768,-75,640,560,-518,-694,-137,-682,621,353,717,-510,-355,112,-47,588,567,692,14,-117,-241,859,-250,-388,-732,31,734,289,-964,-977,-739,478,-754,837,-610,165,799,-16,-529,721,-874,929,866],[
246,231,-744,863,240,-175,-146,147,-704,267,-172,-510,-645,219,281,735,827,-901,-26,-875,-800,-184,-774,62,-225,-33,505,-713,-311,-380,813,512,940,52,-293,-750,723,94,761,-779,18,-600,-583,565,160,467,661,-775,-53,229,-154,357,-126,765,-289,-266,-752,-591,850,81,-962,-164,917,541,135,884,488,-179,341,527,-652,-629,-690,212,-31,-206],[
-338,159,-976,-760,-605,-585,-518,102,-741,135,689,-90,311,558,-865,-275,-49,-300,721,-510,424,-899,973,-316,868,340,-968,821,438,-5,751,-426,513,-823,568,524,465,363,115,489,-923,7,560,-53,-272,314,967,-380,-308,619,949,916,-416,593,-636,-644,196,-884,961,-989,821,-706,880,-267,-872,-200,-799,-861,107,839,992,-263,63,-251,818,-345],[
-144,438,908,986,627,-96,36,861,767,-320,365,-603,672,-255,-328,700,-145,868,884,948,385,-494,267,63,-75,-149,606,-52,468,104,-253,119,916,-135,-598,-50,-810,382,980,248,417,727,-766,901,380,-690,-273,949,-608,491,356,853,-23,-960,937,728,-720,-780,241,-534,-385,-163,-501,-832,897,-121,-210,235,-17,307,-935,892,-934,557,195,467],[
441,867,-727,-102,509,-836,-721,-225,-556,-26,-82,-412,375,580,487,-142,19,-363,332,-972,346,633,-758,-216,-847,749,-146,825,278,228,315,-770,390,-992,479,-380,388,775,228,-988,-57,753,-154,582,591,245,-964,-845,433,-734,253,-889,-878,-186,-859,309,-13,-33,805,65,651,-144,-446,-822,123,101,-197,-330,247,470,-125,234,-243,364,487,-236],[
-816,880,-421,-374,-846,-368,435,628,364,752,253,-525,10,391,611,969,-546,-232,831,973,-148,3,814,54,-263,889,506,5,610,517,188,-536,-317,637,84,17,951,-866,-449,-945,809,220,-79,-680,514,85,319,-26,-894,-614,-968,718,705,654,-699,-461,578,607,815,155,-922,-538,422,-645,896,-945,-130,898,-197,-278,33,-508,525,225,-721,-214],[
605,-435,266,970,7,-183,-893,265,586,-53,-512,-385,-987,-67,840,533,749,986,-172,503,-925,468,119,674,873,-973,189,-370,-619,854,-743,79,-383,639,853,201,-213,-524,-572,-774,250,722,-19,449,756,103,303,-922,948,-899,789,50,-544,634,-165,-280,866,141,-744,-464,-973,585,-141,736,114,203,-889,645,-940,241,-105,751,525,-830,451,-210],[
